2017-07-10 20:27:49,476 - root - INFO - ############################### START ###############################
2017-07-10 20:27:55,032 - root - INFO - SUCCESS    Set browser window maximized, Spend 1.311999797821045 seconds
2017-07-10 20:29:46,602 - root - INFO - SUCCESS    Clicked element: <id->areaOut3>, Spend 0.15700006484985352 seconds
2017-07-10 20:29:46,748 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea3Id']/li[2]>, Spend 0.14400005340576172 seconds
2017-07-10 20:29:47,053 - root - INFO - SUCCESS    Clear and type element: <name->address> content: 杭州市滨江区网商路669号, Spend 0.3040001392364502 seconds
2017-07-10 20:29:47,307 - root - INFO - SUCCESS    Clear and type element: <name->linkManPhone> content: 4008888001, Spend 0.2539999485015869 seconds
2017-07-10 20:29:47,545 - root - INFO - SUCCESS    Clear and type element: <name->linkMan> content: 张某某, Spend 0.2370002269744873 seconds
2017-07-10 20:29:47,760 - root - INFO - SUCCESS    Clear and type element: <name->linkManJob> content: 软件架构师, Spend 0.21399998664855957 seconds
2017-07-10 20:29:48,046 - root - INFO - SUCCESS    Clear and type element: <name->linkManEmail> content: 1392364470@qq.com, Spend 0.2840001583099365 seconds
2017-07-10 20:29:48,307 - root - INFO - SUCCESS    Clear and type element: <name->linkManMobile> content: 15868147450, Spend 0.25999999046325684 seconds
2017-07-10 20:29:48,471 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'per_sure btn_submit']>, Spend 0.1640000343322754 seconds
2017-07-10 20:29:48,564 - root - INFO - SUCCESS    positioned to element: <xpath->//form/div[1]/div/div[2]/span[1]> , Spend 0.09200000762939453 seconds
2017-07-10 20:29:48,564 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:29:48,774 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a4_4.jpg, Spend 0.2089998722076416 seconds
2017-07-10 20:29:49,711 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 0.9360001087188721 seconds
2017-07-10 20:29:50,031 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: 阿里巴巴, Spend 0.31800007820129395 seconds
2017-07-10 20:29:50,256 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: 256524563, Spend 0.22500014305114746 seconds
2017-07-10 20:29:50,488 - root - INFO - SUCCESS    Clicked element: <id->areaOut1>, Spend 0.23000001907348633 seconds
2017-07-10 20:29:50,856 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea1Id']/li[3]>, Spend 0.36700010299682617 seconds
2017-07-10 20:29:51,080 - root - INFO - SUCCESS    Clicked element: <id->areaOut2>, Spend 0.22300004959106445 seconds
2017-07-10 20:29:51,358 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea2Id']/li[2]>, Spend 0.2760000228881836 seconds
2017-07-10 20:29:51,584 - root - INFO - SUCCESS    Clicked element: <id->areaOut3>, Spend 0.22499990463256836 seconds
2017-07-10 20:29:51,842 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea3Id']/li[2]>, Spend 0.257000207901001 seconds
2017-07-10 20:29:52,227 - root - INFO - SUCCESS    Clear and type element: <name->address> content: 杭州市滨江区网商路669号, Spend 0.38499999046325684 seconds
2017-07-10 20:29:52,502 - root - INFO - SUCCESS    Clear and type element: <name->linkManPhone> content: 4008888001, Spend 0.2739999294281006 seconds
2017-07-10 20:29:52,767 - root - INFO - SUCCESS    Clear and type element: <name->linkMan> content: 张某某, Spend 0.2630000114440918 seconds
2017-07-10 20:29:53,016 - root - INFO - SUCCESS    Clear and type element: <name->linkManJob> content: 软件架构师, Spend 0.24900007247924805 seconds
2017-07-10 20:29:53,383 - root - INFO - SUCCESS    Clear and type element: <name->linkManEmail> content: 1392364470@qq.com, Spend 0.36500000953674316 seconds
2017-07-10 20:29:53,690 - root - INFO - SUCCESS    Clear and type element: <name->linkManMobile> content: 15868147450, Spend 0.30700016021728516 seconds
2017-07-10 20:29:53,881 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'per_sure btn_submit']>, Spend 0.18999981880187988 seconds
2017-07-10 20:29:53,956 - root - INFO - SUCCESS    positioned to element: <xpath->//form/div[1]/div/div[2]/span[1]> , Spend 0.07499980926513672 seconds
2017-07-10 20:29:53,957 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:29:54,103 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a4_5.jpg, Spend 0.14599990844726562 seconds
2017-07-10 20:29:55,364 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 1.260000228881836 seconds
2017-07-10 20:29:55,845 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: 阿里巴巴, Spend 0.4789998531341553 seconds
2017-07-10 20:29:56,191 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: 256524563222, Spend 0.3450000286102295 seconds
2017-07-10 20:29:56,391 - root - INFO - SUCCESS    Clicked element: <id->areaOut1>, Spend 0.20000004768371582 seconds
2017-07-10 20:29:56,685 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea1Id']/li[3]>, Spend 0.2929999828338623 seconds
2017-07-10 20:29:56,890 - root - INFO - SUCCESS    Clicked element: <id->areaOut2>, Spend 0.20399999618530273 seconds
2017-07-10 20:29:57,137 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea2Id']/li[2]>, Spend 0.24600005149841309 seconds
2017-07-10 20:29:57,333 - root - INFO - SUCCESS    Clicked element: <id->areaOut3>, Spend 0.19499993324279785 seconds
2017-07-10 20:29:57,571 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea3Id']/li[2]>, Spend 0.23799991607666016 seconds
2017-07-10 20:29:57,787 - root - INFO - SUCCESS    Clear and type element: <name->address> content: , Spend 0.21499991416931152 seconds
2017-07-10 20:29:58,048 - root - INFO - SUCCESS    Clear and type element: <name->linkManPhone> content: 4008888001, Spend 0.25999999046325684 seconds
2017-07-10 20:29:58,334 - root - INFO - SUCCESS    Clear and type element: <name->linkMan> content: 张某某, Spend 0.2849998474121094 seconds
2017-07-10 20:29:58,586 - root - INFO - SUCCESS    Clear and type element: <name->linkManJob> content: 软件架构师, Spend 0.25099992752075195 seconds
2017-07-10 20:29:58,934 - root - INFO - SUCCESS    Clear and type element: <name->linkManEmail> content: 1392364470@qq.com, Spend 0.3470001220703125 seconds
2017-07-10 20:29:59,249 - root - INFO - SUCCESS    Clear and type element: <name->linkManMobile> content: 15868147450, Spend 0.312999963760376 seconds
2017-07-10 20:29:59,462 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'per_sure btn_submit']>, Spend 0.21299982070922852 seconds
2017-07-10 20:29:59,567 - root - INFO - SUCCESS    positioned to element: <xpath->//form/div[1]/div/div[5]/span[1]> , Spend 0.10399985313415527 seconds
2017-07-10 20:29:59,568 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:29:59,707 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a4_6.jpg, Spend 0.13899993896484375 seconds
2017-07-10 20:30:00,897 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 1.187999963760376 seconds
2017-07-10 20:30:01,275 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: 阿里巴巴, Spend 0.37799978256225586 seconds
2017-07-10 20:30:01,581 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: 256524563222, Spend 0.30499982833862305 seconds
2017-07-10 20:30:01,775 - root - INFO - SUCCESS    Clicked element: <id->areaOut1>, Spend 0.19300007820129395 seconds
2017-07-10 20:30:02,124 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea1Id']/li[3]>, Spend 0.34800004959106445 seconds
2017-07-10 20:30:02,362 - root - INFO - SUCCESS    Clicked element: <id->areaOut2>, Spend 0.2369999885559082 seconds
2017-07-10 20:30:02,639 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea2Id']/li[2]>, Spend 0.27699995040893555 seconds
2017-07-10 20:30:02,852 - root - INFO - SUCCESS    Clicked element: <id->areaOut3>, Spend 0.2110002040863037 seconds
2017-07-10 20:30:03,108 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea3Id']/li[2]>, Spend 0.2560000419616699 seconds
2017-07-10 20:30:03,371 - root - INFO - SUCCESS    Clear and type element: <name->address> content: 杭, Spend 0.26200008392333984 seconds
2017-07-10 20:30:03,682 - root - INFO - SUCCESS    Clear and type element: <name->linkManPhone> content: 4008888001, Spend 0.309999942779541 seconds
2017-07-10 20:30:03,979 - root - INFO - SUCCESS    Clear and type element: <name->linkMan> content: 张某某, Spend 0.29600000381469727 seconds
2017-07-10 20:30:04,256 - root - INFO - SUCCESS    Clear and type element: <name->linkManJob> content: 软件架构师, Spend 0.27499985694885254 seconds
2017-07-10 20:30:04,631 - root - INFO - SUCCESS    Clear and type element: <name->linkManEmail> content: 1392364470@qq.com, Spend 0.37399983406066895 seconds
2017-07-10 20:30:04,976 - root - INFO - SUCCESS    Clear and type element: <name->linkManMobile> content: 15868147450, Spend 0.3450000286102295 seconds
2017-07-10 20:30:05,197 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'per_sure btn_submit']>, Spend 0.2200000286102295 seconds
2017-07-10 20:30:05,286 - root - INFO - SUCCESS    positioned to element: <xpath->//form/div[1]/div/div[5]/span[1]> , Spend 0.08800005912780762 seconds
2017-07-10 20:30:05,287 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:30:05,437 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a4_7.jpg, Spend 0.1490001678466797 seconds
2017-07-10 20:30:06,477 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 1.0380001068115234 seconds
2017-07-10 20:30:07,028 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: 阿里巴巴, Spend 0.5499999523162842 seconds
2017-07-10 20:30:07,281 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: 256524563222, Spend 0.252000093460083 seconds
2017-07-10 20:30:07,532 - root - INFO - SUCCESS    Clicked element: <id->areaOut1>, Spend 0.25100016593933105 seconds
2017-07-10 20:30:07,896 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea1Id']/li[3]>, Spend 0.3619999885559082 seconds
2017-07-10 20:30:08,141 - root - INFO - SUCCESS    Clicked element: <id->areaOut2>, Spend 0.24299979209899902 seconds
2017-07-10 20:30:08,434 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea2Id']/li[2]>, Spend 0.2909998893737793 seconds
2017-07-10 20:30:08,665 - root - INFO - SUCCESS    Clicked element: <id->areaOut3>, Spend 0.23000001907348633 seconds
2017-07-10 20:30:08,851 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea3Id']/li[2]>, Spend 0.18600010871887207 seconds
2017-07-10 20:30:09,274 - root - INFO - SUCCESS    Clear and type element: <name->address> content: 杭州市滨江区网商路669号, Spend 0.42100000381469727 seconds
2017-07-10 20:30:09,494 - root - INFO - SUCCESS    Clear and type element: <name->linkManPhone> content: , Spend 0.21900010108947754 seconds
2017-07-10 20:30:09,871 - root - INFO - SUCCESS    Clear and type element: <name->linkMan> content: 张某某, Spend 0.375 seconds
2017-07-10 20:30:10,222 - root - INFO - SUCCESS    Clear and type element: <name->linkManJob> content: 软件架构师, Spend 0.3489999771118164 seconds
2017-07-10 20:30:10,799 - root - INFO - SUCCESS    Clear and type element: <name->linkManEmail> content: 1392364470@qq.com, Spend 0.5759999752044678 seconds
2017-07-10 20:30:11,297 - root - INFO - SUCCESS    Clear and type element: <name->linkManMobile> content: 15868147450, Spend 0.4960000514984131 seconds
2017-07-10 20:30:11,517 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'per_sure btn_submit']>, Spend 0.21900010108947754 seconds
2017-07-10 20:30:11,673 - root - INFO - SUCCESS    positioned to element: <xpath->//form/div[1]/div/div[6]/span[1]> , Spend 0.1549999713897705 seconds
2017-07-10 20:30:11,674 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:30:11,860 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a4_8.jpg, Spend 0.18400001525878906 seconds
2017-07-10 20:30:13,760 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 1.8989999294281006 seconds
2017-07-10 20:30:14,095 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: 阿里巴巴, Spend 0.33299994468688965 seconds
2017-07-10 20:30:14,525 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: 256524563222, Spend 0.42799997329711914 seconds
2017-07-10 20:30:14,747 - root - INFO - SUCCESS    Clicked element: <id->areaOut1>, Spend 0.22100019454956055 seconds
2017-07-10 20:30:15,237 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea1Id']/li[3]>, Spend 0.48800015449523926 seconds
2017-07-10 20:30:15,477 - root - INFO - SUCCESS    Clicked element: <id->areaOut2>, Spend 0.2390000820159912 seconds
2017-07-10 20:30:15,714 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea2Id']/li[2]>, Spend 0.23600006103515625 seconds
2017-07-10 20:30:15,919 - root - INFO - SUCCESS    Clicked element: <id->areaOut3>, Spend 0.20399999618530273 seconds
2017-07-10 20:30:16,163 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea3Id']/li[2]>, Spend 0.24399995803833008 seconds
2017-07-10 20:30:16,471 - root - INFO - SUCCESS    Clear and type element: <name->address> content: 杭州市滨江区网商路669号, Spend 0.3059999942779541 seconds
2017-07-10 20:30:16,768 - root - INFO - SUCCESS    Clear and type element: <name->linkManPhone> content: 400888800, Spend 0.2969999313354492 seconds
2017-07-10 20:30:17,053 - root - INFO - SUCCESS    Clear and type element: <name->linkMan> content: 张某某, Spend 0.2839999198913574 seconds
2017-07-10 20:30:17,319 - root - INFO - SUCCESS    Clear and type element: <name->linkManJob> content: 软件架构师, Spend 0.26400017738342285 seconds
2017-07-10 20:30:17,674 - root - INFO - SUCCESS    Clear and type element: <name->linkManEmail> content: 1392364470@qq.com, Spend 0.35500001907348633 seconds
2017-07-10 20:30:17,981 - root - INFO - SUCCESS    Clear and type element: <name->linkManMobile> content: 15868147450, Spend 0.3059999942779541 seconds
2017-07-10 20:30:18,266 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'per_sure btn_submit']>, Spend 0.28299999237060547 seconds
2017-07-10 20:30:18,364 - root - INFO - SUCCESS    positioned to element: <xpath->//form/div[1]/div/div[6]/span[1]> , Spend 0.0969998836517334 seconds
2017-07-10 20:30:18,365 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:30:18,537 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a4_9.jpg, Spend 0.17100000381469727 seconds
2017-07-10 20:30:19,721 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 1.1820001602172852 seconds
2017-07-10 20:30:20,056 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: 阿里巴巴, Spend 0.33300018310546875 seconds
2017-07-10 20:30:20,504 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: 256524563222, Spend 0.44700002670288086 seconds
2017-07-10 20:30:20,730 - root - INFO - SUCCESS    Clicked element: <id->areaOut1>, Spend 0.22499990463256836 seconds
2017-07-10 20:30:21,057 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea1Id']/li[3]>, Spend 0.3259999752044678 seconds
2017-07-10 20:30:21,276 - root - INFO - SUCCESS    Clicked element: <id->areaOut2>, Spend 0.21900010108947754 seconds
2017-07-10 20:30:21,543 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea2Id']/li[2]>, Spend 0.26600003242492676 seconds
2017-07-10 20:30:21,770 - root - INFO - SUCCESS    Clicked element: <id->areaOut3>, Spend 0.22600007057189941 seconds
2017-07-10 20:30:21,960 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea3Id']/li[2]>, Spend 0.18799996376037598 seconds
2017-07-10 20:30:22,368 - root - INFO - SUCCESS    Clear and type element: <name->address> content: 杭州市滨江区网商路669号, Spend 0.4069998264312744 seconds
2017-07-10 20:30:22,672 - root - INFO - SUCCESS    Clear and type element: <name->linkManPhone> content: 4008888001, Spend 0.30299997329711914 seconds
2017-07-10 20:30:22,938 - root - INFO - SUCCESS    Clear and type element: <name->linkMan> content: , Spend 0.2650001049041748 seconds
2017-07-10 20:30:23,196 - root - INFO - SUCCESS    Clear and type element: <name->linkManJob> content: 软件架构师, Spend 0.2560000419616699 seconds
2017-07-10 20:30:23,585 - root - INFO - SUCCESS    Clear and type element: <name->linkManEmail> content: 1392364470@qq.com, Spend 0.3880000114440918 seconds
2017-07-10 20:30:24,047 - root - INFO - SUCCESS    Clear and type element: <name->linkManMobile> content: 15868147450, Spend 0.46199989318847656 seconds
2017-07-10 20:30:24,286 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'per_sure btn_submit']>, Spend 0.2370002269744873 seconds
2017-07-10 20:30:24,389 - root - INFO - SUCCESS    positioned to element: <xpath->//form/div[1]/div/div[7]/span[1]> , Spend 0.10299992561340332 seconds
2017-07-10 20:30:24,390 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:30:24,527 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a4_A.jpg, Spend 0.1360001564025879 seconds
2017-07-10 20:30:25,614 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 1.0870001316070557 seconds
2017-07-10 20:30:25,948 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: 阿里巴巴, Spend 0.3320000171661377 seconds
2017-07-10 20:30:26,273 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: 256524563222, Spend 0.32400012016296387 seconds
2017-07-10 20:30:26,481 - root - INFO - SUCCESS    Clicked element: <id->areaOut1>, Spend 0.2070000171661377 seconds
2017-07-10 20:30:26,784 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea1Id']/li[3]>, Spend 0.3020000457763672 seconds
2017-07-10 20:30:26,987 - root - INFO - SUCCESS    Clicked element: <id->areaOut2>, Spend 0.20300006866455078 seconds
2017-07-10 20:30:27,235 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea2Id']/li[2]>, Spend 0.24699997901916504 seconds
2017-07-10 20:30:27,433 - root - INFO - SUCCESS    Clicked element: <id->areaOut3>, Spend 0.19699978828430176 seconds
2017-07-10 20:30:27,662 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea3Id']/li[2]>, Spend 0.22799992561340332 seconds
2017-07-10 20:30:27,956 - root - INFO - SUCCESS    Clear and type element: <name->address> content: 杭州市滨江区网商路669号, Spend 0.2929999828338623 seconds
2017-07-10 20:30:28,239 - root - INFO - SUCCESS    Clear and type element: <name->linkManPhone> content: 4008888001, Spend 0.2820000648498535 seconds
2017-07-10 20:30:28,501 - root - INFO - SUCCESS    Clear and type element: <name->linkMan> content: 张, Spend 0.2609999179840088 seconds
2017-07-10 20:30:28,756 - root - INFO - SUCCESS    Clear and type element: <name->linkManJob> content: 软件架构师, Spend 0.254000186920166 seconds
2017-07-10 20:30:29,090 - root - INFO - SUCCESS    Clear and type element: <name->linkManEmail> content: 1392364470@qq.com, Spend 0.33299994468688965 seconds
2017-07-10 20:30:29,506 - root - INFO - SUCCESS    Clear and type element: <name->linkManMobile> content: 15868147450, Spend 0.4160001277923584 seconds
2017-07-10 20:30:29,723 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'per_sure btn_submit']>, Spend 0.21499991416931152 seconds
2017-07-10 20:30:29,790 - root - INFO - SUCCESS    positioned to element: <xpath->//form/div[1]/div/div[7]/span[1]> , Spend 0.06699991226196289 seconds
2017-07-10 20:30:29,791 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:30:29,918 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a4_B.jpg, Spend 0.12600016593933105 seconds
2017-07-10 20:30:30,748 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 0.8289999961853027 seconds
2017-07-10 20:30:30,978 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: 阿里巴巴, Spend 0.23000001907348633 seconds
2017-07-10 20:30:31,288 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: 256524563222, Spend 0.3080000877380371 seconds
2017-07-10 20:30:31,466 - root - INFO - SUCCESS    Clicked element: <id->areaOut1>, Spend 0.1770000457763672 seconds
2017-07-10 20:30:31,706 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea1Id']/li[3]>, Spend 0.23999977111816406 seconds
2017-07-10 20:30:31,871 - root - INFO - SUCCESS    Clicked element: <id->areaOut2>, Spend 0.16500020027160645 seconds
2017-07-10 20:30:32,081 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea2Id']/li[2]>, Spend 0.20999979972839355 seconds
2017-07-10 20:30:32,258 - root - INFO - SUCCESS    Clicked element: <id->areaOut3>, Spend 0.17499995231628418 seconds
2017-07-10 20:30:32,468 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea3Id']/li[2]>, Spend 0.2090001106262207 seconds
2017-07-10 20:30:32,714 - root - INFO - SUCCESS    Clear and type element: <name->address> content: 杭州市滨江区网商路669号, Spend 0.24500012397766113 seconds
2017-07-10 20:30:32,954 - root - INFO - SUCCESS    Clear and type element: <name->linkManPhone> content: 4008888001, Spend 0.24000000953674316 seconds
2017-07-10 20:30:33,226 - root - INFO - SUCCESS    Clear and type element: <name->linkMan> content: 张张张张张张张张张张张, Spend 0.26999998092651367 seconds
2017-07-10 20:30:33,448 - root - INFO - SUCCESS    Clear and type element: <name->linkManJob> content: 软件架构师, Spend 0.22099995613098145 seconds
2017-07-10 20:30:33,740 - root - INFO - SUCCESS    Clear and type element: <name->linkManEmail> content: 1392364470@qq.com, Spend 0.2910001277923584 seconds
2017-07-10 20:30:34,005 - root - INFO - SUCCESS    Clear and type element: <name->linkManMobile> content: 15868147450, Spend 0.26399993896484375 seconds
2017-07-10 20:30:34,177 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'per_sure btn_submit']>, Spend 0.17100000381469727 seconds
2017-07-10 20:30:34,244 - root - INFO - SUCCESS    positioned to element: <xpath->//form/div[1]/div/div[7]/span[1]> , Spend 0.06699991226196289 seconds
2017-07-10 20:30:34,245 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:30:34,455 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a4_C.jpg, Spend 0.21000003814697266 seconds
2017-07-10 20:30:35,900 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 1.443000078201294 seconds
2017-07-10 20:30:36,237 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: 阿里巴巴, Spend 0.33500003814697266 seconds
2017-07-10 20:30:36,630 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: 256524563222, Spend 0.39299988746643066 seconds
2017-07-10 20:30:36,850 - root - INFO - SUCCESS    Clicked element: <id->areaOut1>, Spend 0.21799993515014648 seconds
2017-07-10 20:30:37,170 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea1Id']/li[3]>, Spend 0.31799983978271484 seconds
2017-07-10 20:30:37,376 - root - INFO - SUCCESS    Clicked element: <id->areaOut2>, Spend 0.20399999618530273 seconds
2017-07-10 20:30:37,652 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea2Id']/li[2]>, Spend 0.2760000228881836 seconds
2017-07-10 20:30:37,860 - root - INFO - SUCCESS    Clicked element: <id->areaOut3>, Spend 0.20600008964538574 seconds
2017-07-10 20:30:38,116 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea3Id']/li[2]>, Spend 0.2560000419616699 seconds
2017-07-10 20:30:38,436 - root - INFO - SUCCESS    Clear and type element: <name->address> content: 杭州市滨江区网商路669号, Spend 0.31800007820129395 seconds
2017-07-10 20:30:38,752 - root - INFO - SUCCESS    Clear and type element: <name->linkManPhone> content: 4008888001, Spend 0.315000057220459 seconds
2017-07-10 20:30:39,056 - root - INFO - SUCCESS    Clear and type element: <name->linkMan> content: 张某某, Spend 0.30300021171569824 seconds
2017-07-10 20:30:39,282 - root - INFO - SUCCESS    Clear and type element: <name->linkManJob> content: , Spend 0.22600007057189941 seconds
2017-07-10 20:30:39,629 - root - INFO - SUCCESS    Clear and type element: <name->linkManEmail> content: 1392364470@qq.com, Spend 0.3450000286102295 seconds
2017-07-10 20:30:39,986 - root - INFO - SUCCESS    Clear and type element: <name->linkManMobile> content: 15868147450, Spend 0.35700011253356934 seconds
2017-07-10 20:30:40,205 - root - INFO - SUCCESS    Clicked element: <css selector->a[class = 'per_sure btn_submit']>, Spend 0.21700000762939453 seconds
2017-07-10 20:30:40,329 - root - INFO - SUCCESS    positioned to element: <xpath->//form/div[1]/div/div[8]/span[1]> , Spend 0.12400007247924805 seconds
2017-07-10 20:30:40,330 - root - INFO - SUCCESS    say with certainty: True == True, Spend 0.0 seconds
2017-07-10 20:30:40,583 - root - INFO - SUCCESS    Get the current window screenshot,path: F:\fengsulian-2\report\image\a4_D.jpg, Spend 0.252000093460083 seconds
2017-07-10 20:30:41,719 - root - INFO - SUCCESS    Navigated to http://www.fengsulian.com/user/company/confirm, Spend 1.1349999904632568 seconds
2017-07-10 20:30:41,976 - root - INFO - SUCCESS    Clear and type element: <name->enterpriseName> content: 阿里巴巴, Spend 0.2560000419616699 seconds
2017-07-10 20:30:42,324 - root - INFO - SUCCESS    Clear and type element: <name->businessLicense> content: 256524563222, Spend 0.34599995613098145 seconds
2017-07-10 20:30:42,512 - root - INFO - SUCCESS    Clicked element: <id->areaOut1>, Spend 0.18800020217895508 seconds
2017-07-10 20:30:42,771 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea1Id']/li[3]>, Spend 0.25799989700317383 seconds
2017-07-10 20:30:42,949 - root - INFO - SUCCESS    Clicked element: <id->areaOut2>, Spend 0.17699980735778809 seconds
2017-07-10 20:30:43,276 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea2Id']/li[2]>, Spend 0.3249998092651367 seconds
2017-07-10 20:30:43,527 - root - INFO - SUCCESS    Clicked element: <id->areaOut3>, Spend 0.24900007247924805 seconds
2017-07-10 20:30:43,788 - root - INFO - SUCCESS    Clicked element: <xpath->.//*[@id='sArea3Id']/li[2]>, Spend 0.25999999046325684 seconds
2017-07-10 20:30:44,128 - root - INFO - SUCCESS    Clear and type element: <name->address> content: 杭州市滨江区网商路669号, Spend 0.3400001525878906 seconds
2017-07-10 20:30:44,453 - root - INFO - SUCCESS    Clear and type element: <name->linkManPhone> content: 4008888001, Spend 0.32400012016296387 seconds
2017-07-10 20:30:44,768 - root - INFO - SUCCESS    Clear and type element: <name->linkMan> content: 张某某, Spend 0.312999963760376 seconds
2017-07-10 20:30:45,023 - root - INFO - SUCCESS    Clear and type element: <name->linkManJob> content: 软, Spend 0.254000186920166 seconds
